12	6.46	5.45
12	6.46	15.25
12	6.46	25.05
12	6.46	34.85
12	6.46	44.65
12	6.46	54.45
12	6.46	64.25
12	6.46	74.05
12	6.46	83.85
12	6.46	93.65
12	16.853	5.45
12	16.853	15.25
12	16.853	25.05
12	16.853	34.85
12	16.853	44.65
12	16.853	54.45
12	16.853	64.25
12	16.853	74.05
12	16.853	83.85
12	16.853	93.65
12	27.246	5.45
12	27.246	15.25
12	27.246	25.05
12	27.246	34.85
12	27.246	44.65
12	27.246	54.45
12	27.246	64.25
12	27.246	74.05
12	27.246	83.85
12	27.246	93.65
12	37.639	5.45
12	37.639	15.25
12	37.639	25.05
12	37.639	34.85
12	37.639	44.65
12	37.639	54.45
12	37.639	64.25
12	37.639	74.05
12	37.639	83.85
12	37.639	93.65
12	48.032	5.45
12	48.032	15.25
12	48.032	25.05
12	48.032	34.85
12	48.032	44.65
12	48.032	54.45
12	48.032	64.25
12	48.032	74.05
12	48.032	83.85
12	48.032	93.65
12	58.425	5.45
12	58.425	15.25
12	58.425	25.05
12	58.425	34.85
12	58.425	44.65
12	58.425	54.45
12	58.425	64.25
12	58.425	74.05
12	58.425	83.85
12	58.425	93.65
12	68.818	5.45
12	68.818	15.25
12	68.818	25.05
12	68.818	34.85
12	68.818	44.65
12	68.818	54.45
12	68.818	64.25
12	68.818	74.05
12	68.818	83.85
12	68.818	93.65
12	79.211	5.45
12	79.211	15.25
12	79.211	25.05
12	79.211	34.85
12	79.211	44.65
12	79.211	54.45
12	79.211	64.25
12	79.211	74.05
12	79.211	83.85
12	79.211	93.65
12	89.604	5.45
12	89.604	15.25
12	89.604	25.05
12	89.604	34.85
12	89.604	44.65
12	89.604	54.45
12	89.604	64.25
12	89.604	74.05
12	89.604	83.85
12	89.604	93.65
12	99.997	5.45
12	99.997	15.25
12	99.997	25.05
12	99.997	34.85
12	99.997	44.65
12	99.997	54.45
12	99.997	64.25
12	99.997	74.05
12	99.997	83.85
12	99.997	93.65
18	6.46	5.45
18	6.46	15.25
18	6.46	25.05
18	6.46	34.85
18	6.46	44.65
18	6.46	54.45
18	6.46	64.25
18	6.46	74.05
18	6.46	83.85
18	6.46	93.65
18	16.853	5.45
18	16.853	15.25
18	16.853	25.05
18	16.853	34.85
18	16.853	44.65
18	16.853	54.45
18	16.853	64.25
18	16.853	74.05
18	16.853	83.85
18	16.853	93.65
18	27.246	5.45
18	27.246	15.25
18	27.246	25.05
18	27.246	34.85
