0,2,0,0,2,0,0,998,998,2,0
1,1,0,0,1,0,0,997,997,3,0
2,0,0,0,0,0,0,997,997,3,0
3,3,0,0,3,0,0,994,994,6,0
4,1,0,0,1,0,0,993,993,7,0
5,6,0,0,6,0,0,987,987,13,0
6,0,0,0,0,0,0,987,987,13,0
7,2,0,0,2,0,0,985,985,15,0
8,2,0,0,2,0,0,983,983,17,0
9,4,0,0,4,0,0,979,979,21,0
10,0,0,0,0,0,0,979,979,21,0
11,0,0,0,0,0,0,979,979,21,0
12,2,0,0,2,0,0,977,977,23,0
13,4,0,0,4,0,0,973,973,27,0
14,2,0,0,2,0,0,971,971,29,0
15,1,0,0,1,0,0,970,970,30,0
16,1,0,0,1,0,0,969,969,31,0
17,0,0,0,0,0,0,969,969,31,0
18,0,0,0,0,0,0,969,969,31,0
19,0,0,0,0,0,0,969,969,31,0
20,0,0,0,0,0,0,969,969,31,0
21,1,1,0,1,0,0,969,969,31,0
22,1,0,0,1,0,0,968,968,32,0
23,0,0,0,0,0,0,968,968,32,0
24,1,0,0,1,0,0,967,967,33,0
25,1,0,0,1,0,0,966,966,34,0
26,0,0,0,0,0,0,966,966,34,0
27,2,1,0,2,0,0,965,965,35,0
28,1,0,0,1,0,0,964,964,36,0
29,1,1,0,1,0,0,964,964,36,0
30,0,0,0,0,0,0,964,964,36,0
31,1,1,0,1,0,0,964,964,36,0
32,1,1,0,1,0,0,964,964,36,0
33,2,0,0,2,0,0,962,962,38,0
34,1,0,0,1,0,0,961,961,39,0
35,1,0,0,1,0,0,960,960,40,0
36,1,0,0,1,0,0,959,959,41,0
37,1,0,0,1,0,0,958,958,42,0
38,3,0,0,3,0,0,955,955,45,0
39,2,0,0,2,0,0,953,953,47,0
40,1,0,0,1,0,0,952,952,48,0
41,0,0,0,0,0,0,952,952,48,0
42,1,0,0,1,0,0,951,951,49,0
43,2,1,0,2,0,0,950,950,50,0
44,0,0,0,0,0,0,950,950,50,0
45,2,0,0,2,0,0,948,948,52,0
46,0,0,0,0,0,0,948,948,52,0
47,3,1,0,3,0,0,946,946,54,0
48,0,0,0,0,0,0,946,946,54,0
49,2,0,0,2,0,0,944,944,56,0
50,0,0,0,0,0,0,944,944,56,0
51,1,0,0,1,0,0,943,943,57,0
52,1,0,0,1,0,0,942,942,58,0
53,3,0,0,3,0,0,939,939,61,0
54,1,0,0,1,0,0,938,938,62,0
55,0,0,0,0,0,0,938,938,62,0
56,0,1,0,0,0,0,939,939,61,0
57,1,0,0,1,0,0,938,938,62,0
58,1,0,0,1,0,0,937,937,63,0
59,2,0,0,2,0,0,935,935,65,0
60,0,0,0,0,0,0,935,935,65,0
61,0,0,0,0,0,0,935,935,65,0
62,0,0,0,0,0,0,935,935,65,0
63,0,0,0,0,0,0,935,935,65,0
64,2,0,0,2,0,0,933,933,67,0
65,2,0,0,2,0,0,931,931,69,0
66,0,0,0,0,0,0,931,931,69,0
67,1,0,0,1,0,0,930,930,70,0
68,0,0,0,0,0,0,930,930,70,0
69,0,0,0,0,0,0,930,930,70,0
70,2,0,0,2,0,0,928,928,72,0
71,1,0,0,1,0,0,927,927,73,0
72,1,0,0,1,0,0,926,926,74,0
73,1,0,0,1,0,0,925,925,75,0
74,0,0,0,0,0,0,925,925,75,0
75,1,0,0,1,0,0,924,924,76,0
76,2,0,0,2,0,0,922,922,78,0
77,2,0,0,2,0,0,920,920,80,0
78,0,0,0,0,0,0,920,920,80,0
79,1,0,0,1,0,0,919,919,81,0
80,0,0,0,0,0,0,919,919,81,0
81,0,0,0,0,0,0,919,919,81,0
82,2,0,0,2,0,0,917,917,83,0
83,0,0,0,0,0,0,917,917,83,0
84,0,0,0,0,0,0,917,917,83,0
85,0,0,0,0,0,0,917,917,83,0
86,2,0,0,2,0,0,915,915,85,0
87,0,0,0,0,0,0,915,915,85,0
88,2,0,0,2,0,0,913,913,87,0
89,2,0,0,2,0,0,911,911,89,0
90,1,0,0,1,0,0,910,910,90,0
91,0,0,0,0,0,0,910,910,90,0
92,0,0,0,0,0,0,910,910,90,0
93,1,0,0,1,0,0,909,909,91,0
94,2,0,0,2,0,0,907,907,93,0
95,1,0,0,1,0,0,906,906,94,0
96,1,1,0,1,0,0,906,906,94,0
97,1,0,0,1,0,0,905,905,95,0
98,0,0,0,0,0,0,905,905,95,0
99,1,0,0,1,0,0,904,904,96,0
100,0,0,0,0,0,0,904,904,96,0
101,1,0,0,1,0,0,903,903,97,0
102,0,0,0,0,0,0,903,903,97,0
103,1,0,0,1,0,0,902,902,98,0
104,0,0,0,0,0,0,902,902,98,0
105,2,0,0,2,0,0,900,900,100,0
106,0,0,0,0,0,0,900,900,100,0
107,3,0,0,3,0,0,897,897,103,0
108,1,1,0,1,0,0,897,897,103,0
109,1,0,0,1,0,0,896,896,104,0
110,2,1,0,2,0,0,895,895,105,0
111,1,0,0,1,0,0,894,894,106,0
112,2,0,0,2,0,0,892,892,108,0
113,0,0,0,0,0,0,892,892,108,0
114,1,0,0,1,0,0,891,891,109,0
